Date,Sales
2030-11-28,1085
2030-11-29,401
2030-11-30,1565
2030-12-01,796
2030-12-02,2573
2030-12-03,1677
2030-12-04,1939
2030-12-05,1231
2030-12-06,1710
2030-12-07,579
2030-12-08,2725
2030-12-09,923
2030-12-10,2877
2030-12-11,2612
2030-12-12,104
2030-12-13,133
2030-12-14,188
2030-12-15,1647
2030-12-16,1075
2030-12-17,2929
2030-12-18,1791
2030-12-19,1417
2030-12-20,2589
2030-12-21,546
2030-12-22,1650
2030-12-23,2956
2030-12-24,2215
2030-12-25,2351
2030-12-26,1980
2030-12-27,2715
2030-12-28,2422
2030-12-29,1038
2030-12-30,325
2030-12-31,1003
2031-01-01,926
2031-01-02,1773
2031-01-03,2878
2031-01-04,806
2031-01-05,2506
2031-01-06,872
2031-01-07,877
2031-01-08,2803
2031-01-09,1785
2031-01-10,2832
2031-01-11,2024
2031-01-12,1807
2031-01-13,1506
2031-01-14,381
2031-01-15,1293
2031-01-16,1552
2031-01-17,403
2031-01-18,2704
2031-01-19,1514
2031-01-20,1445
2031-01-21,2223
2031-01-22,2532
2031-01-23,192
2031-01-24,1416
2031-01-25,2773
2031-01-26,2400
2031-01-27,2884
2031-01-28,1704
2031-01-29,2520
2031-01-30,1917
2031-01-31,899
2031-02-01,889
2031-02-02,400
2031-02-03,2841
2031-02-04,1013
2031-02-05,1180
2031-02-06,1053
2031-02-07,591
2031-02-08,1373
2031-02-09,457
2031-02-10,1846
2031-02-11,1827
2031-02-12,714
2031-02-13,1134
2031-02-14,2388
2031-02-15,744
2031-02-16,473
2031-02-17,1742
2031-02-18,1820
2031-02-19,2221
2031-02-20,336
2031-02-21,2298
2031-02-22,1822
2031-02-23,1394
2031-02-24,875
2031-02-25,783
2031-02-26,2737
2031-02-27,2649
2031-02-28,2028
2031-03-01,1047
2031-03-02,160
2031-03-03,1291
2031-03-04,2790
2031-03-05,2683
2031-03-06,2730
2031-03-07,2722
2031-03-08,1269
2031-03-09,2075
2031-03-10,2059
2031-03-11,1647
2031-03-12,1933
2031-03-13,848
2031-03-14,1067
2031-03-15,2141
2031-03-16,1790
2031-03-17,1489
2031-03-18,1977
2031-03-19,1585
2031-03-20,1771
2031-03-21,902
2031-03-22,1281
2031-03-23,2243
2031-03-24,2796
2031-03-25,2463
2031-03-26,196
2031-03-27,1716
2031-03-28,1425
2031-03-29,1399
2031-03-30,2431
2031-03-31,641
2031-04-01,1252
2031-04-02,2278
2031-04-03,2425
2031-04-04,2072
2031-04-05,2986
2031-04-06,580
2031-04-07,2810
2031-04-08,361
2031-04-09,1605
2031-04-10,261
2031-04-11,867
2031-04-12,1482
2031-04-13,570
2031-04-14,2766
2031-04-15,2826
2031-04-16,2278
2031-04-17,1229
2031-04-18,2414
2031-04-19,343
2031-04-20,2903
2031-04-21,1917
2031-04-22,2448
2031-04-23,1207
2031-04-24,2832
2031-04-25,309
2031-04-26,443
2031-04-27,1176
2031-04-28,2530
2031-04-29,2427
2031-04-30,419
2031-05-01,1018
2031-05-02,824
2031-05-03,445
2031-05-04,114
2031-05-05,2049
2031-05-06,1947
2031-05-07,1340
2031-05-08,2211
2031-05-09,2804
2031-05-10,1812
2031-05-11,509
2031-05-12,287
2031-05-13,2253
2031-05-14,987
2031-05-15,2874
2031-05-16,174
2031-05-17,1338
2031-05-18,248
2031-05-19,106
2031-05-20,2693
2031-05-21,1714
2031-05-22,2428
2031-05-23,1106
2031-05-24,2258
2031-05-25,1777
2031-05-26,385
2031-05-27,1717
2031-05-28,637
2031-05-29,694
2031-05-30,2891
2031-05-31,248
2031-06-01,1594
2031-06-02,224
2031-06-03,1076
2031-06-04,1267
2031-06-05,857
2031-06-06,2653
2031-06-07,509
2031-06-08,2761
2031-06-09,2583
2031-06-10,1769
2031-06-11,986
2031-06-12,2525
2031-06-13,775
2031-06-14,2848
2031-06-15,2455
2031-06-16,1601
2031-06-17,725
2031-06-18,2363
2031-06-19,979
2031-06-20,2681
2031-06-21,1935
2031-06-22,502
2031-06-23,2552
2031-06-24,893
2031-06-25,107
2031-06-26,1840
2031-06-27,582
2031-06-28,1140
2031-06-29,2452
2031-06-30,422
2031-07-01,1122
2031-07-02,2315
2031-07-03,901
2031-07-04,853
2031-07-05,2715
2031-07-06,1420
2031-07-07,578
2031-07-08,563
2031-07-09,1855
2031-07-10,2366
2031-07-11,987
2031-07-12,2033
2031-07-13,2213
2031-07-14,2718
2031-07-15,2495
2031-07-16,1632
2031-07-17,492
2031-07-18,2899
2031-07-19,2779
2031-07-20,282
2031-07-21,1838
2031-07-22,1590
2031-07-23,2288
2031-07-24,1062
2031-07-25,302
2031-07-26,469
2031-07-27,189
2031-07-28,372
2031-07-29,1971
2031-07-30,118
2031-07-31,2945
2031-08-01,1558
2031-08-02,1224
2031-08-03,1672
2031-08-04,2106
2031-08-05,887
2031-08-06,812
2031-08-07,2452
2031-08-08,1920
2031-08-09,543
2031-08-10,146
2031-08-11,715
2031-08-12,2264
2031-08-13,2599
2031-08-14,1001
2031-08-15,2062
2031-08-16,2126
2031-08-17,517
2031-08-18,697
2031-08-19,2524
2031-08-20,287
2031-08-21,1809
2031-08-22,2852
2031-08-23,807
2031-08-24,2949
2031-08-25,1563
2031-08-26,2756
2031-08-27,1828
2031-08-28,792
2031-08-29,2502
2031-08-30,2383
2031-08-31,1455
2031-09-01,1069
2031-09-02,1605
2031-09-03,568
2031-09-04,1318
2031-09-05,215
2031-09-06,630
2031-09-07,1924
2031-09-08,2824
2031-09-09,2329
2031-09-10,1937
2031-09-11,1847
2031-09-12,314
2031-09-13,1270
2031-09-14,1329
2031-09-15,948
2031-09-16,2138
2031-09-17,2111
2031-09-18,1354
2031-09-19,1931
2031-09-20,2088
2031-09-21,557
2031-09-22,2527
2031-09-23,617
2031-09-24,2357
2031-09-25,2748
2031-09-26,2800
2031-09-27,1863
2031-09-28,355
2031-09-29,2434
2031-09-30,471
2031-10-01,323
2031-10-02,374
2031-10-03,2681
2031-10-04,716
2031-10-05,2840
2031-10-06,1152
2031-10-07,119
2031-10-08,381
2031-10-09,1299
2031-10-10,1229
2031-10-11,2871
2031-10-12,2473
2031-10-13,750
2031-10-14,503
2031-10-15,775
2031-10-16,369
2031-10-17,1416
2031-10-18,2013
2031-10-19,1664
2031-10-20,1116
2031-10-21,1660
2031-10-22,715
2031-10-23,2225
2031-10-24,1204
2031-10-25,2221
2031-10-26,2571
2031-10-27,1444
2031-10-28,2639
2031-10-29,442
2031-10-30,338
2031-10-31,1652
2031-11-01,242
2031-11-02,1672
2031-11-03,478
2031-11-04,2233
2031-11-05,452
2031-11-06,2485
2031-11-07,330
2031-11-08,1785
2031-11-09,2557
2031-11-10,708
2031-11-11,1813
2031-11-12,1358
2031-11-13,2360
2031-11-14,513
2031-11-15,261
2031-11-16,1449
2031-11-17,1295
2031-11-18,900
2031-11-19,1353
2031-11-20,976
2031-11-21,1917
2031-11-22,141
2031-11-23,1189
2031-11-24,1502
2031-11-25,2176
2031-11-26,2715
2031-11-27,2885
2031-11-28,829
2031-11-29,455
2031-11-30,2839
2031-12-01,1319
2031-12-02,2757
2031-12-03,1220
2031-12-04,366
2031-12-05,2152
2031-12-06,1829
2031-12-07,1125
2031-12-08,543
2031-12-09,1166
2031-12-10,1189
2031-12-11,1075
2031-12-12,914
2031-12-13,394
2031-12-14,1028
2031-12-15,2301
2031-12-16,1284
2031-12-17,207
2031-12-18,1714
2031-12-19,179
2031-12-20,480
2031-12-21,2770
2031-12-22,115
2031-12-23,1693
2031-12-24,556
2031-12-25,353
2031-12-26,2632
2031-12-27,720
2031-12-28,2065
2031-12-29,2197
2031-12-30,2294
2031-12-31,1642
2032-01-01,2617
2032-01-02,1519
2032-01-03,1611
2032-01-04,543
2032-01-05,1621
2032-01-06,1604
2032-01-07,104
2032-01-08,1191
2032-01-09,2708
2032-01-10,817
2032-01-11,1988
2032-01-12,1385
2032-01-13,2250
2032-01-14,902
2032-01-15,1777
2032-01-16,1021
2032-01-17,1369
2032-01-18,558
2032-01-19,1240
2032-01-20,2690
2032-01-21,980
2032-01-22,2283
2032-01-23,1572
2032-01-24,1978
2032-01-25,1887
2032-01-26,1057
2032-01-27,256
2032-01-28,211
2032-01-29,1185
2032-01-30,2621
2032-01-31,2044
2032-02-01,2590
2032-02-02,2560
2032-02-03,2910
2032-02-04,791
2032-02-05,2841
2032-02-06,2015
2032-02-07,2770
2032-02-08,1179
2032-02-09,1176
2032-02-10,2489
2032-02-11,2210
2032-02-12,2801
2032-02-13,1939
2032-02-14,720
2032-02-15,1847
2032-02-16,895
2032-02-17,1448
2032-02-18,2424
2032-02-19,590
2032-02-20,1190
2032-02-21,1728
2032-02-22,1818
2032-02-23,1982
2032-02-24,735
2032-02-25,1488
2032-02-26,826
2032-02-27,2875
2032-02-28,1418
2032-02-29,1977
2032-03-01,170
2032-03-02,1164
2032-03-03,412
2032-03-04,2295
2032-03-05,1506
2032-03-06,2587
2032-03-07,2386
2032-03-08,2523
2032-03-09,1900
2032-03-10,771
2032-03-11,2129
2032-03-12,2950
2032-03-13,640
2032-03-14,2279
2032-03-15,1520
2032-03-16,2936
2032-03-17,2332
2032-03-18,2739
2032-03-19,1162
2032-03-20,1880
2032-03-21,2367
2032-03-22,1959
2032-03-23,1214
2032-03-24,1939
2032-03-25,2780
2032-03-26,1547
2032-03-27,1274
2032-03-28,1704
2032-03-29,1209
2032-03-30,2511
2032-03-31,475
2032-04-01,2909
2032-04-02,267
2032-04-03,385
2032-04-04,2195
2032-04-05,2783
2032-04-06,1877
2032-04-07,123
2032-04-08,826
2032-04-09,381
2032-04-10,1481
2032-04-11,211
2032-04-12,388
2032-04-13,1169
2032-04-14,426
2032-04-15,1761
2032-04-16,1092
2032-04-17,2613
2032-04-18,967
2032-04-19,808
2032-04-20,2518
2032-04-21,359
2032-04-22,1620
2032-04-23,1135
2032-04-24,223
2032-04-25,150
2032-04-26,2890
2032-04-27,1467
2032-04-28,968
2032-04-29,2525
2032-04-30,974
2032-05-01,909
2032-05-02,1392
2032-05-03,1368
2032-05-04,416
2032-05-05,896
2032-05-06,854
2032-05-07,748
2032-05-08,1452
2032-05-09,2703
2032-05-10,1544
2032-05-11,2460
2032-05-12,2309
2032-05-13,2313
2032-05-14,2500
2032-05-15,985
2032-05-16,2758
2032-05-17,1922
2032-05-18,1619
2032-05-19,1322
2032-05-20,1582
2032-05-21,1970
2032-05-22,834
2032-05-23,2639
2032-05-24,298
2032-05-25,1963
2032-05-26,2877
2032-05-27,1308
2032-05-28,1607
2032-05-29,2059
2032-05-30,545
2032-05-31,234
2032-06-01,2137
2032-06-02,2735
2032-06-03,508
2032-06-04,2685
2032-06-05,2651
2032-06-06,1249
2032-06-07,764
2032-06-08,386
2032-06-09,1030
2032-06-10,1037
2032-06-11,2367
2032-06-12,1468
2032-06-13,691
2032-06-14,1003
2032-06-15,1545
2032-06-16,1215
2032-06-17,2268
2032-06-18,1464
2032-06-19,2903
2032-06-20,2843
2032-06-21,1678
2032-06-22,2731
2032-06-23,2887
2032-06-24,972
2032-06-25,511
2032-06-26,2834
2032-06-27,247
2032-06-28,1271
2032-06-29,2216
2032-06-30,515
2032-07-01,2896
2032-07-02,2931
2032-07-03,1719
2032-07-04,526
2032-07-05,1212
2032-07-06,1187
2032-07-07,1953
2032-07-08,995
2032-07-09,2830
2032-07-10,389
2032-07-11,2925
2032-07-12,759
2032-07-13,399
2032-07-14,2205
2032-07-15,2676
2032-07-16,1376
2032-07-17,695
2032-07-18,426
2032-07-19,2379
2032-07-20,1836
2032-07-21,2548
2032-07-22,479
2032-07-23,1800
2032-07-24,1724
2032-07-25,2603
2032-07-26,1703
2032-07-27,1542
2032-07-28,2333
2032-07-29,2689
2032-07-30,1010
2032-07-31,271
2032-08-01,2847
2032-08-02,159
2032-08-03,1111
2032-08-04,2540
2032-08-05,863
2032-08-06,1706
2032-08-07,113
2032-08-08,2048
2032-08-09,379
2032-08-10,983
2032-08-11,892
2032-08-12,2336
2032-08-13,1824
2032-08-14,523
2032-08-15,338
2032-08-16,2134
2032-08-17,2492
2032-08-18,1929
2032-08-19,2047
2032-08-20,1320
2032-08-21,1122
2032-08-22,1521
2032-08-23,1159
2032-08-24,1544
2032-08-25,134
2032-08-26,1282
2032-08-27,2050
2032-08-28,1838
2032-08-29,490
2032-08-30,1227
2032-08-31,2450
2032-09-01,1726
2032-09-02,332
2032-09-03,614
2032-09-04,1699
2032-09-05,1723
2032-09-06,2180
2032-09-07,1799
2032-09-08,1885
2032-09-09,1041
2032-09-10,2958
2032-09-11,1234
2032-09-12,2867
2032-09-13,327
2032-09-14,2561
2032-09-15,2977
2032-09-16,1425
2032-09-17,1233
2032-09-18,1473
2032-09-19,2676
2032-09-20,821
2032-09-21,1003
2032-09-22,889
2032-09-23,189
2032-09-24,2108
2032-09-25,667
2032-09-26,2638
2032-09-27,2643
2032-09-28,2716
2032-09-29,2610
2032-09-30,2318
2032-10-01,2332
2032-10-02,1102
2032-10-03,535
2032-10-04,2078
2032-10-05,1143
2032-10-06,2917
2032-10-07,573
2032-10-08,1151
2032-10-09,2831
2032-10-10,2060
2032-10-11,1296
2032-10-12,1972
2032-10-13,1279
2032-10-14,2400
2032-10-15,1862
2032-10-16,896
2032-10-17,1603
2032-10-18,1436
2032-10-19,482
2032-10-20,1710
2032-10-21,1291
2032-10-22,2508
2032-10-23,560
2032-10-24,677
2032-10-25,855
2032-10-26,1643
2032-10-27,1585
2032-10-28,2732
2032-10-29,1941
2032-10-30,1034
2032-10-31,2999
2032-11-01,2361
2032-11-02,2476
2032-11-03,808
2032-11-04,1742
2032-11-05,2014
2032-11-06,353
2032-11-07,1561
2032-11-08,638
2032-11-09,2403
2032-11-10,1406
2032-11-11,2768
2032-11-12,2080
2032-11-13,1324
2032-11-14,1605
2032-11-15,1371
2032-11-16,421
2032-11-17,374
2032-11-18,966
2032-11-19,2895
2032-11-20,2079
2032-11-21,1609
2032-11-22,2550
2032-11-23,1205
2032-11-24,2708
2032-11-25,304
2032-11-26,1895
2032-11-27,1660
2032-11-28,1426
2032-11-29,2453
2032-11-30,110
2032-12-01,956
2032-12-02,973
2032-12-03,2012
2032-12-04,1243
2032-12-05,2418
2032-12-06,1227
2032-12-07,1813
2032-12-08,754
2032-12-09,2149
2032-12-10,249
2032-12-11,100
2032-12-12,2560
2032-12-13,808
2032-12-14,1627
2032-12-15,333
2032-12-16,2994
2032-12-17,2955
2032-12-18,2712
2032-12-19,2028
2032-12-20,353
2032-12-21,2555
2032-12-22,449
2032-12-23,1040
2032-12-24,524
2032-12-25,252
2032-12-26,476
2032-12-27,2443
2032-12-28,2465
2032-12-29,1773
2032-12-30,678
2032-12-31,558
2033-01-01,2385
2033-01-02,1119
2033-01-03,2705
2033-01-04,2669
2033-01-05,1901
2033-01-06,2395
2033-01-07,1403
2033-01-08,915
2033-01-09,222
2033-01-10,1210
2033-01-11,653
2033-01-12,1690
2033-01-13,2176
2033-01-14,2426
2033-01-15,623
2033-01-16,1883
2033-01-17,728
2033-01-18,115
2033-01-19,2951
2033-01-20,1549
2033-01-21,388
2033-01-22,1602
2033-01-23,2653
2033-01-24,811
2033-01-25,2470
2033-01-26,2157
2033-01-27,105
2033-01-28,1677
2033-01-29,2257
2033-01-30,2254
2033-01-31,889
2033-02-01,857
2033-02-02,606
2033-02-03,1505
2033-02-04,1588
2033-02-05,1601
2033-02-06,1651
2033-02-07,2548
2033-02-08,2435
2033-02-09,1888
2033-02-10,2298
2033-02-11,239
2033-02-12,1887
2033-02-13,826
2033-02-14,2662
2033-02-15,1369
2033-02-16,2703
2033-02-17,2892
2033-02-18,2642
2033-02-19,2635
2033-02-20,2812
2033-02-21,2811
2033-02-22,2224
2033-02-23,829
2033-02-24,135
2033-02-25,2911
2033-02-26,167
2033-02-27,2704
2033-02-28,1101
2033-03-01,215
2033-03-02,1333
2033-03-03,2276
2033-03-04,2600
2033-03-05,2006
2033-03-06,2896
2033-03-07,390
2033-03-08,1171
2033-03-09,2805
2033-03-10,2378
2033-03-11,1231
2033-03-12,1172
2033-03-13,2823
2033-03-14,2789
2033-03-15,2714
2033-03-16,1647
2033-03-17,2660
2033-03-18,2294
2033-03-19,1340
2033-03-20,1260
2033-03-21,1532
2033-03-22,1850
2033-03-23,328
2033-03-24,180
2033-03-25,2111
2033-03-26,2845
2033-03-27,1869
2033-03-28,140
2033-03-29,1944
2033-03-30,1550
2033-03-31,380
2033-04-01,2924
2033-04-02,300
2033-04-03,2084
2033-04-04,594
2033-04-05,287
2033-04-06,1579
2033-04-07,2742
2033-04-08,1374
2033-04-09,151
2033-04-10,1118
2033-04-11,2927
2033-04-12,448
2033-04-13,1495
2033-04-14,1504
2033-04-15,1167
2033-04-16,921
2033-04-17,860
2033-04-18,2513
2033-04-19,2161
2033-04-20,2807
2033-04-21,656
2033-04-22,2515
2033-04-23,2873
2033-04-24,2539
2033-04-25,2921
2033-04-26,2838
2033-04-27,2178
2033-04-28,2069
2033-04-29,2763
2033-04-30,508
2033-05-01,2029
2033-05-02,2575
2033-05-03,1975
2033-05-04,1412
2033-05-05,667
2033-05-06,1015
2033-05-07,2654
2033-05-08,935
2033-05-09,1780
2033-05-10,2688
2033-05-11,316
2033-05-12,2985
2033-05-13,2301
2033-05-14,488
2033-05-15,1854
2033-05-16,2620
2033-05-17,2923
2033-05-18,2457
2033-05-19,163
2033-05-20,100
2033-05-21,2146
2033-05-22,2993
2033-05-23,997
2033-05-24,2624
2033-05-25,361
2033-05-26,498
2033-05-27,1322
2033-05-28,489
2033-05-29,1517
2033-05-30,2764
2033-05-31,502
2033-06-01,2927
2033-06-02,981
2033-06-03,315
2033-06-04,1178
2033-06-05,912
2033-06-06,1129
2033-06-07,2064
2033-06-08,130
2033-06-09,1248
2033-06-10,1350
2033-06-11,2426
2033-06-12,719
2033-06-13,2077
2033-06-14,2457
2033-06-15,2637
2033-06-16,2161
2033-06-17,1071
2033-06-18,1829
2033-06-19,193
2033-06-20,311
2033-06-21,2739
2033-06-22,2269
2033-06-23,1068
2033-06-24,2837
2033-06-25,2072
2033-06-26,1773
2033-06-27,1540
2033-06-28,1115
2033-06-29,177
2033-06-30,276
2033-07-01,852
2033-07-02,2093
2033-07-03,2195
2033-07-04,2515
2033-07-05,2862
2033-07-06,1016
2033-07-07,172
2033-07-08,1754
2033-07-09,1538
2033-07-10,1179
2033-07-11,1954
2033-07-12,1692
2033-07-13,1160
2033-07-14,340
2033-07-15,311
2033-07-16,653
2033-07-17,1015
2033-07-18,1105
2033-07-19,2400
2033-07-20,2907
2033-07-21,2707
2033-07-22,1458
2033-07-23,2636
2033-07-24,397
2033-07-25,107
2033-07-26,1133
2033-07-27,1494
2033-07-28,2047
2033-07-29,1688
2033-07-30,1808
2033-07-31,2501
2033-08-01,1962
2033-08-02,1909
2033-08-03,1335
2033-08-04,1296
2033-08-05,1359
2033-08-06,2756
2033-08-07,370
2033-08-08,1372
2033-08-09,645
2033-08-10,327
2033-08-11,796
2033-08-12,2719
2033-08-13,480
2033-08-14,787
2033-08-15,466
2033-08-16,910
2033-08-17,2206
2033-08-18,777
2033-08-19,117
2033-08-20,2405
2033-08-21,2977
2033-08-22,161
2033-08-23,1214
2033-08-24,2865
2033-08-25,784
2033-08-26,1193
2033-08-27,2445
2033-08-28,192
2033-08-29,1070
2033-08-30,776
2033-08-31,2991
2033-09-01,2812
2033-09-02,294
2033-09-03,2983
2033-09-04,2739
2033-09-05,1881
2033-09-06,2935
2033-09-07,2455
2033-09-08,427
2033-09-09,1769
2033-09-10,215
2033-09-11,2992
2033-09-12,250
2033-09-13,1730
2033-09-14,2415
2033-09-15,2357
2033-09-16,2301
2033-09-17,2091
2033-09-18,778
2033-09-19,1054
2033-09-20,718
2033-09-21,1839
2033-09-22,1763
2033-09-23,1559
2033-09-24,600
2033-09-25,2982
2033-09-26,2950
2033-09-27,1746
2033-09-28,2160
2033-09-29,2807
2033-09-30,2320
2033-10-01,607
2033-10-02,1137
2033-10-03,1357
2033-10-04,1664
2033-10-05,1655
2033-10-06,1050
2033-10-07,493
2033-10-08,1531
2033-10-09,2087
2033-10-10,2919
2033-10-11,2259
2033-10-12,606
2033-10-13,355
2033-10-14,235
2033-10-15,465
2033-10-16,2012
2033-10-17,1308
2033-10-18,1458
2033-10-19,765
2033-10-20,2924
2033-10-21,1215
2033-10-22,979
2033-10-23,1908
2033-10-24,1246
2033-10-25,1900
2033-10-26,1355
2033-10-27,2916
2033-10-28,531
2033-10-29,343
2033-10-30,2528
2033-10-31,1364
2033-11-01,538
2033-11-02,2750
2033-11-03,1435
2033-11-04,1412
2033-11-05,2993
2033-11-06,1774
2033-11-07,2393
2033-11-08,2443
2033-11-09,997
2033-11-10,2277
2033-11-11,1082
2033-11-12,1108
2033-11-13,1007
2033-11-14,1131
2033-11-15,2335
2033-11-16,603
2033-11-17,1952
2033-11-18,2179
2033-11-19,2122
2033-11-20,143
2033-11-21,2843
2033-11-22,1484
2033-11-23,2363
2033-11-24,2329
2033-11-25,1516
2033-11-26,1266
2033-11-27,1958
2033-11-28,147
2033-11-29,548
2033-11-30,2383
2033-12-01,838
2033-12-02,364
2033-12-03,1693
2033-12-04,1965
2033-12-05,2081
2033-12-06,526
2033-12-07,1862
2033-12-08,568
2033-12-09,1377
2033-12-10,621
2033-12-11,850
2033-12-12,2030
2033-12-13,506
2033-12-14,1357
2033-12-15,1876
2033-12-16,1868
2033-12-17,821
2033-12-18,1268
2033-12-19,2217
2033-12-20,694
2033-12-21,286
2033-12-22,1095
2033-12-23,1279
2033-12-24,2524
2033-12-25,375
2033-12-26,450
2033-12-27,1679
2033-12-28,2395
2033-12-29,1431
2033-12-30,2344
2033-12-31,2160
